Date,product_percents_prediction
16/10/2018 10:00,3.50800641
16/10/2018 10:30,3.507961538
16/10/2018 11:00,3.507916667
16/10/2018 11:30,3.507871795
16/10/2018 12:00,3.507826923
16/10/2018 12:30,3.507782051
16/10/2018 13:00,3.507737179
16/10/2018 13:30,3.507692308
16/10/2018 14:00,3.507647436
16/10/2018 14:30,3.507602564
16/10/2018 15:00,3.507557692
16/10/2018 15:30,3.507512821
16/10/2018 16:00,3.507467949
16/10/2018 16:30,3.507423077
16/10/2018 17:00,3.507378205
16/10/2018 17:30,3.507333333
16/10/2018 18:00,3.507288462
16/10/2018 18:30,3.50724359
16/10/2018 19:00,3.507198718
16/10/2018 19:30,3.507153846
16/10/2018 20:00,3.507108974
16/10/2018 20:30,3.507064103
16/10/2018 21:00,3.507019231
16/10/2018 21:30,3.506974359
16/10/2018 22:00,3.506929487
16/10/2018 22:30,3.506884615
16/10/2018 23:00,3.506839744
16/10/2018 23:30,3.506794872
17/10/2018 00:00,3.50675
17/10/2018 00:30,3.506705128
17/10/2018 01:00,3.506660256
17/10/2018 01:30,3.506615385
17/10/2018 02:00,3.506570513
17/10/2018 02:30,3.506525641
17/10/2018 03:00,3.506480769
17/10/2018 03:30,3.506435897
17/10/2018 04:00,3.506391026
17/10/2018 04:30,3.506346154
17/10/2018 05:00,3.506301282
17/10/2018 05:30,3.50625641
17/10/2018 06:00,3.506211538
17/10/2018 06:30,3.506166667
17/10/2018 07:00,3.506121795
17/10/2018 07:30,3.506076923
17/10/2018 08:00,3.506032051
17/10/2018 08:30,3.505987179
17/10/2018 09:00,3.505942308
17/10/2018 09:30,3.505897436
17/10/2018 10:00,3.505852564
17/10/2018 10:30,3.505807692
17/10/2018 11:00,3.505762821
17/10/2018 11:30,3.505717949
17/10/2018 12:00,3.505673077
17/10/2018 12:30,3.505628205
17/10/2018 13:00,3.505583333
17/10/2018 13:30,3.505538462
17/10/2018 14:00,3.50549359
17/10/2018 14:30,3.505448718
17/10/2018 15:00,3.505403846
17/10/2018 15:30,3.505358974
17/10/2018 16:00,3.505314103
17/10/2018 16:30,3.505269231
17/10/2018 17:00,3.505224359
17/10/2018 17:30,3.505179487
17/10/2018 18:00,3.505134615
17/10/2018 18:30,3.505089744
17/10/2018 19:00,3.505044872
17/10/2018 19:30,3.505
17/10/2018 20:00,3.504955128
17/10/2018 20:30,3.504910256
17/10/2018 21:00,3.504865385
17/10/2018 21:30,3.504820513
17/10/2018 22:00,3.504775641
17/10/2018 22:30,3.504730769
17/10/2018 23:00,3.504685897
17/10/2018 23:30,3.504641026
18/10/2018 00:00,3.504596154
18/10/2018 00:30,3.504551282
18/10/2018 01:00,3.50450641
18/10/2018 01:30,3.504461538
18/10/2018 02:00,3.504416667
18/10/2018 02:30,3.504371795
18/10/2018 03:00,3.504326923
18/10/2018 03:30,3.504282051
18/10/2018 04:00,3.504237179
18/10/2018 04:30,3.504192308
18/10/2018 05:00,3.504147436
18/10/2018 05:30,3.504102564
18/10/2018 06:00,3.504057692
18/10/2018 06:30,3.504012821
18/10/2018 07:00,3.503967949
18/10/2018 07:30,3.503923077
18/10/2018 08:00,3.503878205
18/10/2018 08:30,3.503833333
18/10/2018 09:00,3.503788462
18/10/2018 09:30,3.50374359
18/10/2018 10:00,3.503698718
18/10/2018 10:30,3.503653846
18/10/2018 11:00,3.503608974
18/10/2018 11:30,3.503564103
18/10/2018 12:00,3.503519231
18/10/2018 12:30,3.503474359
18/10/2018 13:00,3.503429487
18/10/2018 13:30,3.503384615
18/10/2018 14:00,3.503339744
